#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_004567.2	253217	253468	-	1061168	-	lp_0279	YP_004888319.1	83	-	hypothetical protein lp_0279
chr	NC_004567.2	253769	255169	-	1061165	-	lp_0280	YP_004888320.1	466	-	transport protein, major facilitator superfamily (MFS)
chr	NC_004567.2	255261	255653	+	1061164	-	lp_0281	YP_004888321.1	130	-	MerR family transcriptional regulator
chr	NC_004567.2	255805	257181	-	1061163	hpk2	lp_0282	YP_004888322.1	458	-	two-component system histidine protein kinase; sensor protein
chr	NC_004567.2	257168	257872	-	1061162	rrp2	lp_0283	YP_004888323.1	234	-	two-component system response regulator
chr	NC_004567.2	258029	258325	+	1061161	-	lp_0284	YP_004888324.1	98	-	hypothetical protein lp_0284
chr	NC_004567.2	258406	259137	+	1061160	-	lp_0285	YP_004888325.1	243	-	RpiR family transcriptional regulator
chr	NC_004567.2	259439	260764	+	1061159	pts6C	lp_0286	YP_004888326.1	441	-	PTS system, cellobiose-specific EIIC component
chr	NC_004567.2	260917	261228	-	1061157	-	lp_0287	YP_004888327.1	103	-	hypothetical protein lp_0287
chr	NC_004567.2	261457	261711	+	1061155	-	lp_0289	YP_004888328.1	84	-	hypothetical protein lp_0289
chr	NC_004567.2	261866	262897	-	1061154	-	lp_0290	YP_004888329.1	343	-	transcriptional attenuator, cell envelope-related, LytR family
chr	NC_004567.2	263170	264564	+	1061153	glcD	lp_0291	YP_004888330.1	464	-	glycolate dehydrogenase, subunit GlcD,FAD-binding
chr	NC_004567.2	264729	265016	+	1061152	-	lp_0292	YP_004888331.1	95	-	hypothetical protein lp_0292
chr	NC_004567.2	265061	265753	+	1061151	-	lp_0293	YP_004888332.1	230	-	GTP pyrophosphokinase
chr	NC_004567.2	266009	266581	-	1061149	-	lp_0294	YP_004888333.1	190	-	TetR family transcriptional regulator
chr	NC_004567.2	266762	270895	+	1061148	-	lp_0295	YP_004888334.1	1377	-	transport protein, MMPL family
chr	NC_004567.2	271075	271638	+	1061147	tag1	lp_0296	YP_004888335.1	187	-	DNA-3-methyladenine glycosylase I
chr	NC_004567.2	271879	273936	+	1061146	-	lp_0297	YP_004888336.1	685	-	extracellular protein, CscC family
chr	NC_004567.2	274259	275737	+	1061143	-	lp_0298	YP_004888337.1	492	-	ABC transporter permease
chr	NC_004567.2	275749	276408	+	1061142	-	lp_0299	YP_004888338.1	219	-	ABC transporter ATP-binding protein
chr	NC_004567.2	276537	277298	-	1061141	-	lp_0300	YP_004888339.1	253	-	membrane-bound protease, CAAX family
chr	NC_004567.2	277394	278113	-	1061140	-	lp_0301	YP_004888340.1	239	-	membrane-bound protease, CAAX family
chr	NC_004567.2	278235	279038	-	1061136	-	lp_0302	YP_004888341.1	267	-	extracellular transglycosylase
chr	NC_004567.2	280089	280727	-	1061134	-	lp_0304	YP_004888342.1	212	-	extracellular transglycosylase
chr	NC_004567.2	281132	281506	-	1061133	gcsH1	lp_0305	YP_004888343.1	124	-	glycine cleavage system, H protein
chr	NC_004567.2	281516	282433	-	1061132	-	lp_0306	YP_004888344.1	305	-	hypothetical protein lp_0306
chr	NC_004567.2	282430	283146	-	1061130	-	lp_0307	YP_004888345.1	238	-	hypothetical protein lp_0307
chr	NC_004567.2	283146	285515	-	1064061	-	lp_0308	YP_004888346.1	789	-	DNA helicase
chr	NC_004567.2	285935	286297	-	1062134	-	lp_0309	YP_004888347.1	120	-	membrane protein
chr	NC_004567.2	286486	287682	+	1061294	ack2	lp_0310	YP_004888348.1	398	-	acetate kinase
chr	NC_004567.2	287809	288252	-	1062139	-	lp_0311	YP_004888349.1	147	-	GNAT family acetyltransferase
chr	NC_004567.2	288326	288748	+	1062141	-	lp_0312	YP_004888350.1	140	-	MarR family transcriptional regulator
chr	NC_004567.2	288937	290139	+	1062140	ndh1	lp_0313	YP_004888351.1	400	-	NADH dehydrogenase
chr	NC_004567.2	290271	290603	+	1064059	-	lp_0314	YP_004888352.1	110	-	membrane protein
chr	NC_004567.2	290703	291773	-	1062145	potD	lp_0315	YP_004888353.1	356	-	spermidine/putrescine ABC transporter,substrate binding protein
chr	NC_004567.2	291770	292585	-	1062144	potC	lp_0316	YP_004888354.1	271	-	spermidine/putrescine ABC transporter permease
chr	NC_004567.2	292585	293418	-	1062142	potB	lp_0317	YP_004888355.1	277	-	spermidine/putrescine ABC transporter permease
chr	NC_004567.2	293430	294527	-	1064060	potA	lp_0318	YP_004888356.1	365	-	spermidine/putrescine ABC transporter ATP-binding protein
chr	NC_004567.2	294598	295140	-	1062146	-	lp_0319	YP_004888357.1	180	-	spermidine/putrescine transport operon transcriptional regulator
chr	NC_004567.2	295609	296076	-	1062147	-	lp_0320	YP_004888358.1	155	-	hypothetical protein lp_0320
chr	NC_004567.2	296263	296748	+	1062160	-	lp_0321	YP_004888359.1	161	-	GNAT family acetyltransferase
chr	NC_004567.2	296752	297279	+	1062152	-	lp_0322	YP_004888360.1	175	-	GNAT family acetyltransferase
chr	NC_004567.2	297373	297558	+	1062149	-	lp_0324	YP_004888361.1	61	-	hypothetical protein lp_0324
chr	NC_004567.2	297819	298172	+	1062164	-	lp_0325	YP_004888362.1	117	-	acetoin transport repressor, GntR family
chr	NC_004567.2	298172	299065	+	1062163	-	lp_0326	YP_004888363.1	297	-	acetoin ABC transporter, ATP-binding protein
chr	NC_004567.2	299078	300091	+	1062167	-	lp_0327	YP_004888364.1	337	-	acetoin ABC transporter, permease protein
chr	NC_004567.2	300197	301564	-	1062166	acdH	lp_0329	YP_004888365.1	455	-	acetaldehyde dehydrogenase
chr	NC_004567.2	301990	302853	+	1062165	fba	lp_0330	YP_004888366.1	287	-	fructose-bisphosphate aldolase
chr	NC_004567.2	303146	304462	-	1062169	xylP1	lp_0331	YP_004888367.1	438	-	carbohydrate (isoprimoverose like)/proton symporter, GPH family
chr	NC_004567.2	304632	305534	-	1062168	-	lp_0332	YP_004888368.1	300	-	membrane protein
chr	NC_004567.2	305547	305747	-	1064062	-	lp_0333	YP_004888369.1	66	-	hypothetical protein lp_0333
chr	NC_004567.2	306430	307842	+	1062170	pepD2	lp_0334	YP_004888370.1	470	-	dipeptidase
chr	NC_004567.2	307908	308153	+	1062172	-	lp_0335	YP_004888371.1	81	-	hypothetical protein lp_0335
chr	NC_004567.2	308282	308845	+	1062171	-	lp_0336	YP_004888372.1	187	-	biotin transporter
chr	NC_004567.2	308883	309854	+	1062138	birA1	lp_0337	YP_004888373.1	323	-	biotin
chr	NC_004567.2	309851	310165	+	1062136	-	lp_0338	YP_004888374.1	104	-	CHY zinc finger family protein
chr	NC_004567.2	310326	311501	+	1062135	dapC	lp_0339	YP_004888375.1	391	-	LL-diaminopimelate aminotransferase, AAT family, PLP-dependent
chr	NC_004567.2	311677	312843	-	1062137	-	lp_0340	YP_004888376.1	388	-	hypothetical protein lp_0340
chr	NC_004567.2	313438	314253	+	1062197	tagG	lp_0343	YP_004888377.1	271	-	teichoic acid ABC transporter, permease protein
chr	NC_004567.2	314266	315357	+	1062178	tagH	lp_0344	YP_004888378.1	363	-	teichoic acid ABC transporter, ATP-binding protein
chr	NC_004567.2	315736	316008	+	1064063	-	lp_0346	YP_004888379.1	90	-	membrane protein
chr	NC_004567.2	316235	316777	+	1062182	-	lp_0347	YP_004888380.1	180	-	PadR family transcriptional regulator
chr	NC_004567.2	316774	318219	+	1062179	-	lp_0348	YP_004888381.1	481	-	multidrug-efflux transporter, major facilitator superfamily (MFS), EmrB family
chr	NC_004567.2	318549	319865	-	1062189	amtB	lp_0349	YP_004888382.1	438	-	ammonium transport protein
chr	NC_004567.2	320360	321319	+	1062187	hicD1	lp_0350	YP_004888383.1	319	-	L-2-hydroxyisocaproate dehydrogenase
chr	NC_004567.2	321422	321691	+	1062183	-	lp_0351	YP_004888384.1	89	-	membrane protein
chr	NC_004567.2	321922	322485	-	1062191	zmp1	lp_0353	YP_004888385.1	187	-	extracellular zinc metalloproteinase, M10 family
chr	NC_004567.2	322679	323347	+	1062190	rpiA2	lp_0354	YP_004888386.1	222	-	ribose 5-phosphate epimerase
chr	NC_004567.2	323497	325002	+	1062192	-	lp_0355	YP_004888387.1	501	-	multicopper oxidase
chr	NC_004567.2	325267	325635	+	1062194	-	lp_0357	YP_004888388.1	122	-	membrane protein
chr	NC_004567.2	325748	326257	-	1062193	-	lp_0358	YP_004888389.1	169	-	phospholipid-binding protein
chr	NC_004567.2	326288	327484	-	1064064	-	lp_0359	YP_004888390.1	398	-	hypothetical protein lp_0359
chr	NC_004567.2	327594	328064	+	1062196	-	lp_0360	YP_004888391.1	156	-	Rrf2 family transcriptional regulator
chr	NC_004567.2	328083	328538	+	1062195	-	lp_0361	YP_004888392.1	151	-	hypothetical protein lp_0361
chr	NC_004567.2	328642	329214	+	1062198	accB3	lp_0362	YP_004888393.1	190	-	acetyl-CoA carboxylase, biotin carboxyl carrier protein
chr	NC_004567.2	329380	330300	-	1064065	-	lp_0363	YP_004888394.1	306	-	purine nucleosidase
chr	NC_004567.2	330437	331336	+	1062173	-	lp_0364	YP_004888395.1	299	-	short-chain dehydrogenase
chr	NC_004567.2	331776	333656	+	1064017	-	lp_0365	YP_004888396.1	626	-	membrane protein
chr	NC_004567.2	333828	334274	-	1064213	-	lp_0366	YP_004888397.1	148	-	ribonuclease H-like protein
chr	NC_004567.2	334512	336038	+	1062133	choS	lp_0367	YP_004888398.1	508	-	glycine betaine/carnitine/choline ABC transporter, substrate binding and permease protein
chr	NC_004567.2	336039	337010	+	1061122	choQ	lp_0368	YP_004888399.1	323	-	glycine betaine/carnitine/choline ABC transporter, ATP-binding protein
chr	NC_004567.2	337088	338419	+	1064211	gshR1	lp_0369	YP_004888400.1	443	-	glutathione reductase
chr	NC_004567.2	338885	340402	+	1064209	glpK	lp_0370	YP_004888401.1	505	-	glycerol kinase
chr	NC_004567.2	340417	342246	+	1061131	glpD	lp_0371	YP_004888402.1	609	-	glycerol-3-phosphate dehydrogenase,FAD-dependent
chr	NC_004567.2	342261	342983	+	1064207	glpF3	lp_0372	YP_004888403.1	240	-	glycerol uptake facilitator protein
chr	NC_004567.2	343570	347265	+	1064206	-	lp_0373	YP_004888404.1	1231	-	cell surface protein precursor, LPXTG-motif cell wall anchor
chr	NC_004567.2	347267	349054	+	1061138	-	lp_0374	YP_004888405.1	595	-	extracellular protein, lysine-rich
chr	NC_004567.2	349069	349488	+	1061137	-	lp_0375	YP_004888406.1	139	-	hypothetical protein lp_0375
chr	NC_004567.2	349537	349800	+	1061139	-	lp_0376	YP_004888407.1	87	-	membrane protein
chr	NC_004567.2	349902	350180	+	1064205	-	lp_0377	YP_004888408.1	92	-	membrane protein
chr	NC_004567.2	350484	351401	+	1061145	-	lp_0379	YP_004888409.1	305	-	hypothetical protein lp_0379
chr	NC_004567.2	352126	352668	+	1064203	-	lp_0381	YP_004888410.1	180	-	ankyrin repeat family protein
chr	NC_004567.2	352683	352946	+	1064200	-	lp_0382	YP_004888411.1	87	-	membrane protein
chr	NC_004567.2	353063	353266	+	1061156	-	lp_0383	YP_004888412.1	67	-	membrane protein
chr	NC_004567.2	353355	353630	+	1064202	-	lp_0384	YP_004888413.1	91	-	hypothetical protein lp_0384
chr	NC_004567.2	353648	354034	+	1064201	-	lp_0385	YP_004888414.1	128	-	hypothetical protein lp_0385
chr	NC_004567.2	354260	354415	+	17494175	-	lp_0386	YP_008479735.1	51	-	NADH azoreductase
chr	NC_004567.2	355101	355508	+	1064198	-	lp_0388	YP_004888416.1	135	-	hypothetical protein lp_0388
chr	NC_004567.2	356779	357057	+	1061167	-	lp_0391	YP_004888417.1	92	-	membrane protein
chr	NC_004567.2	357384	358001	-	1064196	thgA1	lp_0393	YP_004888418.1	205	-	galactoside O-acetyltransferase
chr	NC_004567.2	358005	359159	-	1061176	-	lp_0394	YP_004888419.1	384	-	transport protein, major facilitator superfamily (MFS)
chr	NC_004567.2	359163	359954	-	1064197	-	lp_0395	YP_004888420.1	263	-	hydrolase, HAD superfamily, Cof family
chr	NC_004567.2	360025	360897	-	1061173	-	lp_0396	YP_004888421.1	290	-	AraC family transcriptional regulator
chr	NC_004567.2	361057	361872	+	1061185	-	lp_0397	YP_004888422.1	271	-	hydrolase, HAD superfamily, Cof family
chr	NC_004567.2	362398	363774	+	1064193	valT	lp_0399	YP_004888423.1	458	-	branched-chain (main: valine) amino acid transporter, LIVCS family
chr	NC_004567.2	363819	365003	+	1061189	napA1	lp_0400	YP_004888424.1	394	-	Na(+)/H(+) antiporter
chr	NC_004567.2	365388	365591	+	1061193	-	lp_0402	YP_004888425.1	67	-	hypothetical protein lp_0402
chr	NC_004567.2	365826	365978	-	1064191	plnR	lp_0403	YP_004888426.1	50	-	plantaricin biosynthesis protein PlnR
chr	NC_004567.2	366003	366671	-	1061196	plnL	lp_0404	YP_004888427.1	222	-	bacteriocin immunity protein PlnL
chr	NC_004567.2	366668	366841	-	1064190	plnK	lp_0405	YP_004888428.1	57	-	bacteriocin precursor peptide PlnK
chr	NC_004567.2	366872	367039	-	1064185	plnJ	lp_0406	YP_004888429.1	55	-	bacteriocin precursor peptide PlnJ
chr	NC_004567.2	367901	368101	+	1061205	plnM	lp_0409	YP_004888430.1	66	-	bacteriocin immunity protein PlnM
chr	NC_004567.2	368229	368396	+	1064186	plnN	lp_0410	YP_004888431.1	55	-	bacteriocin precursor peptide PlnN
chr	NC_004567.2	368514	369713	+	1061215	plnO	lp_0411	YP_004888432.1	399	-	plantaricin biosynthesis protein PlnO
chr	NC_004567.2	369744	370490	+	1061231	plnP	lp_0412	YP_004888433.1	248	-	bacteriocin immunity protein PlnP,membrane-bound protease CAAX family
chr	NC_004567.2	370844	371032	+	1061273	plnQ	lp_0413	YP_004888435.1	62	-	plantaricin biosynthesis protein PlnQ
chr	NC_004567.2	371368	371514	+	1064174	plnA	lp_0415	YP_004888436.1	48	-	plantaricin A precursor peptide, induction factor
chr	NC_004567.2	371705	373033	+	1061276	plnB	lp_0416	YP_004888437.1	442	-	two-componet system histidine protein kinase PlnB; sensor protein
chr	NC_004567.2	373034	373777	+	1061285	plnC	lp_0417	YP_004888438.1	247	-	two-component response regulator PlnC,activator
chr	NC_004567.2	373896	374639	+	1064173	plnD	lp_0418	YP_004888439.1	247	-	two-component response regulator PlnD,repressor
chr	NC_004567.2	374944	375717	-	1061281	plnI	lp_0419	YP_004888440.1	257	-	bacteriocin immunity protein PlnI,membrane-bound protease CAAX family
chr	NC_004567.2	375816	375974	-	1061287	plnF	lp_0421	YP_004888441.1	52	-	bacteriocin precursor peptide PlnF
chr	NC_004567.2	375999	376169	-	1064171	plnE	lp_0422	YP_004888442.1	56	-	bacteriocin precursor peptide PlnE
chr	NC_004567.2	376436	378586	+	1061291	plnG	lp_0423	YP_004888443.1	716	-	bacteriocin ABC-transporter, ATP-binding and permease protein PlnG
chr	NC_004567.2	378602	379978	+	1061300	plnH	lp_0424	YP_004888444.1	458	-	bacteriocin ABC transporter, accessory factor PlnH
chr	NC_004567.2	380825	381493	+	1061308	plnU	lp_0426	YP_004888447.1	222	-	membrane protein PlnU
chr	NC_004567.2	381580	382260	+	1061306	plnV	lp_0428	YP_004888448.1	226	-	membrane protein plnV
chr	NC_004567.2	382354	383040	+	1064167	plnW	lp_0429	YP_004888449.1	228	-	membrane protein PlnW
chr	NC_004567.2	383216	383443	+	1064166	txe	lp_0430	YP_004888450.1	75	-	toxin-antitoxin system, toxin, HigB family (pseudogene)
chr	NC_004567.2	383455	383748	+	1061323	axe	lp_0431	YP_004888451.1	97	-	toxin-antitoxin system, antitoxin, HigA family
chr	NC_004567.2	384038	386347	-	1064165	-	lp_0432	YP_004888452.1	769	-	DNA helicase
chr	NC_004567.2	386606	387382	+	1061327	-	lp_0433	YP_004888453.1	258	-	carbon-nitrogen hydrolase family protein
chr	NC_004567.2	387822	388838	+	1061325	trpS	lp_0434	YP_004888454.1	338	-	tryptophan-tRNA synthetase
chr	NC_004567.2	389246	389956	+	1064164	-	lp_0435	YP_004888455.1	236	-	GntR family transcriptional regulator
chr	NC_004567.2	390029	391390	+	1061332	pts7C	lp_0436	YP_004888456.1	453	-	PTS system, cellobiose-specific EIIC component
chr	NC_004567.2	391575	391997	+	1064162	-	lp_0438	YP_004888457.1	140	-	hypothetical protein lp_0438
chr	NC_004567.2	392220	393575	+	1064160	pts8C	lp_0439	YP_004888458.1	451	-	PTS system, cellobiose-specific EIIC component
chr	NC_004567.2	393593	395029	+	1064159	pbg1	lp_0440	YP_004888459.1	478	-	6-phospho-beta-glucosidase
chr	NC_004567.2	395150	396046	+	1061350	-	lp_0441	YP_004888460.1	298	-	bifunctional protein: transcription regulator; sugar kinase, ROK family
chr	NC_004567.2	396196	396942	+	1064155	-	lp_0442	YP_004888461.1	248	-	RpiR family transcriptional regulator
chr	NC_004567.2	397055	398068	+	1064157	dus1	lp_0443	YP_004888462.1	337	-	tRNA-dihydrouridine synthase
chr	NC_004567.2	398424	399656	+	1061361	-	lp_0444	YP_004888463.1	410	-	hypothetical protein lp_0444
chr	NC_004567.2	399661	400455	+	1064156	-	lp_0445	YP_004888464.1	264	-	hypothetical protein lp_0445
chr	NC_004567.2	400625	401542	+	1061359	ppx1	lp_0446	YP_004888465.1	305	-	exopolyphosphatase
chr	NC_004567.2	401588	402862	+	1064154	mvaA	lp_0447	YP_004888466.1	424	-	hydroxymethylglutaryl-CoA reductase
chr	NC_004567.2	402855	403814	+	1061365	-	lp_0448	YP_004888467.1	319	-	hypothetical protein lp_0448
chr	NC_004567.2	403836	404540	+	1064153	-	lp_0449	YP_004888468.1	234	-	NAD-dependent deacetylase, SIR2 family
chr	NC_004567.2	404540	405382	+	1064150	-	lp_0450	YP_004888469.1	280	-	hypothetical protein lp_0450
chr	NC_004567.2	405979	406368	+	1061378	-	lp_0452	YP_004888470.1	129	-	phosphohydrolase
chr	NC_004567.2	406690	408741	+	1064149	metS	lp_0454	YP_004888471.1	683	-	methionine-tRNA synthetase
chr	NC_004567.2	408973	410157	+	1061384	-	lp_0455	YP_004888472.1	394	-	drug resistance transpor protein, major facilitator superfamily (MFS), Bcr/CflA subfamily
chr	NC_004567.2	410280	411056	+	1061382	-	lp_0456	YP_004888473.1	258	-	TatD family Dnase
chr	NC_004567.2	411043	411606	+	1064148	-	lp_0457	YP_004888474.1	187	-	topoisomerase/primase family protein
chr	NC_004567.2	411603	412493	+	1064147	-	lp_0458	YP_004888475.1	296	-	dimethyladenosine transferase
chr	NC_004567.2	412598	412849	+	1061391	-	lp_0459	YP_004888476.1	83	-	hypothetical protein lp_0459
chr	NC_004567.2	412982	413848	+	1064146	ispE	lp_0460	YP_004888477.1	288	-	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
chr	NC_004567.2	414158	415102	+	1064144	-	lp_0461	YP_004888478.1	314	-	cell surface hydrolase, membrane-bound
chr	NC_004567.2	415370	416068	+	1061395	znuC	lp_0463	YP_004888479.1	232	-	zinc/iron ABC transporter, ATP-binding protein
chr	NC_004567.2	416055	416858	+	1064145	znuB	lp_0464	YP_004888480.1	267	-	zinc/iron ABC transporter, permease protein
chr	NC_004567.2	417214	418050	+	1061400	purR	lp_0466	YP_004888481.1	278	-	purine biosynthesis operon repressor,phosphoribosyltransferase
chr	NC_004567.2	418119	419501	+	1064143	glmU	lp_0467	YP_004888482.1	460	-	UDP-N-acetylglucosamine pyrophosphorylase
chr	NC_004567.2	419737	420561	+	1061404	bla1	lp_0469	YP_004888483.1	274	-	beta-lactamase
chr	NC_004567.2	420927	421907	+	1061409	prs1	lp_0471	YP_004888484.1	326	-	ribose-phosphate pyrophosphokinase
chr	NC_004567.2	422195	423217	+	1064142	-	lp_0472	YP_004888485.1	340	-	membrane protein
chr	NC_004567.2	423300	424286	+	1061407	-	lp_0473	YP_004888486.1	328	-	lipoprotein
chr	NC_004567.2	424456	425265	-	1061415	-	lp_0475	YP_004888487.1	269	-	hydrolase, HAD superfamily, Cof family
chr	NC_004567.2	425285	426637	-	1064141	-	lp_0476	YP_004888488.1	450	-	metal-dependent phosphohydrolase, HD family
chr	NC_004567.2	426652	427584	-	1061420	-	lp_0477	YP_004888489.1	310	-	lipoate-protein ligase A
chr	NC_004567.2	427947	428387	+	1061433	-	lp_0479	YP_004888490.1	146	-	hypothetical protein lp_0479
chr	NC_004567.2	428432	429031	+	1064139	rpoE	lp_0480	YP_004888491.1	199	-	DNA-directed RNA polymerase subunit delta
chr	NC_004567.2	429204	430817	+	1061431	pyrG	lp_0481	YP_004888492.1	537	-	CTP synthase
chr	NC_004567.2	430926	431795	-	1061440	-	lp_0482	YP_004888493.1	289	-	Rgg/GadR/MutR family transcriptional activator
chr	NC_004567.2	431953	432123	+	1064133	-	lp_0483	YP_004888494.1	56	-	lysine biosynthesis protein LysW
chr	NC_004567.2	432126	432995	+	1061443	-	lp_0484	YP_004888495.1	289	-	ATP-dependent carboxylate-amine/thiol ligase family protein
chr	NC_004567.2	432979	433608	+	1061454	-	lp_0485	YP_004888496.1	209	-	hypothetical protein lp_0485
chr	NC_004567.2	433608	434927	+	1064066	-	lp_0486	YP_004888497.1	439	-	pyridoxal-phosphate-dependent aminotransferase
chr	NC_004567.2	434936	435955	+	1061450	argC1	lp_0487	YP_004888498.1	339	-	N-acetyl-gamma-glutamyl-phosphate reductase
chr	NC_004567.2	435955	437793	+	1061467	-	lp_0488	YP_004888499.1	612	-	bifunctional protein: acetyl-glutamate kinase; acetyl-ornithine deacetylase
chr	NC_004567.2	437783	438610	+	1062230	tkt1A	lp_0489	YP_004888500.1	275	-	transketolase
chr	NC_004567.2	438645	439160	+	1061471	-	lp_0490	YP_004888501.1	171	-	NADPH-dependent FMN reductase
chr	NC_004567.2	439138	440055	+	1061472	tkt1B	lp_0491	YP_004888502.1	305	-	transketolase, pyrimidine-binding domain
chr	NC_004567.2	440063	441274	+	1061474	-	lp_0492	YP_004888503.1	403	-	transport protein, major facilitator superfamily (MFS)
chr	NC_004567.2	441271	442512	+	1063313	-	lp_0493	YP_004888504.1	413	-	hypothetical protein lp_0493
chr	NC_004567.2	442825	443775	-	1061475	deoR	lp_0495	YP_004888505.1	316	-	deoxyribonucleoside regulator, putative inducer deoxyribose 5-P
chr	NC_004567.2	444089	444736	+	1061480	deoC	lp_0497	YP_004888506.1	215	-	deoxyribose-phosphate aldolase
chr	NC_004567.2	444805	446169	+	1061481	deoP	lp_0498	YP_004888507.1	454	-	deoxyribose transporter
chr	NC_004567.2	446166	447182	+	1061483	deoM	lp_0499	YP_004888508.1	338	-	deoxyribose mutarotase
